"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE988299051845";"WEA 5 SE301041";"In Betrieb";"Wind";"3370";"3370";"27.4.2016";"28.11.2020";"Niedersachsen";"26831";"Bunde";"Heerenweg";" -";"";"";"03457024";"53,194932";"7,237216";"";"";"Heerenweg";"93";"114";"Senvion Deutschland GmbH";"3.4 M 114";"";"";"Horizontalläufer";"Windkraft an Land";"21.1.2021";"";"";"Windpark Charlottenpolder GmbH&Co.KG";"ABR908197915490";"Volleinspeisung";"SGE946460611991";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL914553361238";"EEG961445211775";"E2187801EA10HEERENWEG074170500005";"27.4.2016";"3370";"";"";"";"";""
"SEE916457980126";"WKA Mehringen";"In Betrieb";"Wind";"225";"225";"27.12.1994";"28.11.2020";"Niedersachsen";"27318";"Hilgermissen";"";"";"Mehringen";"Flur 2, Flurstück 13";"03256013";"52,83038";"9,1491";"";"";"WKA Mehringen";"36";"29,6";"NEG Micon Deutschland GmbH";"M700-225/40";"";"";"Horizontalläufer";"Windkraft an Land";"28.11.2020";"";"";"B.A.M. Wind GbR";"ABR987398382751";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Mittelspannung";"SEL939731881148";"EEG943142893324";"E218780100000E0000000001795600010";"27.12.1994";"225";"";"";"";"";""
"SEE967650616961";"Pfälzer Wind GbR 82141";"In Betrieb";"Wind";"2050";"2050";"31.7.2009";"28.11.2020";"Nordrhein-Westfalen";"47574";"Goch";"Braune-Rocker-Str.";"3";"";"";"05154016";"51,702568";"6,188439";"";"";"Pfälzer Wind GbR";"80";"82";"REpower Systems SE";"MM82";"";"";"Horizontalläufer";"Windkraft an Land";"16.12.2020";"";"";"Pfälzer-Wind GbR";"ABR910265584361";"Volleinspeisung";"SGE956827946031";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL999531275158";"EEG991062570177";"E31238010000020030000005022057662";"31.7.2009";"2050";"";"";"";"";""
"SEE950797669211";"WEA 4 SE301042";"In Betrieb";"Wind";"3370";"3370";"4.5.2016";"28.11.2020";"Niedersachsen";"26831";"Bunde";"Heerenweg";" -";"";"";"03457024";"53,197133";"7,234328";"";"";"Heerenweg";"93";"114";"Senvion Deutschland GmbH";"3.4 M 114";"";"";"Horizontalläufer";"Windkraft an Land";"11.12.2020";"";"";"Windpark Charlottenpolder GmbH&Co.KG";"ABR908197915490";"Volleinspeisung";"SGE946460611991";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL914553361238";"EEG979455448036";"E2187801EA10HEERENWEG074170500004";"4.5.2016";"3370";"";"";"";"";""
"SEE916392031914";"WEA 3 SE301043";"In Betrieb";"Wind";"3370";"3370";"23.5.2016";"28.11.2020";"Niedersachsen";"26831";"Bunde";"Heerenweg";" -";"";"";"03457024";"53,199394";"7,231689";"";"";"Heerenweg";"93";"114";"Senvion Deutschland GmbH";"3.4 M 114";"";"";"Horizontalläufer";"Windkraft an Land";"10.12.2020";"";"";"Windpark Charlottenpolder GmbH&Co.KG";"ABR908197915490";"Volleinspeisung";"SGE946460611991";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL914553361238";"EEG951905434790";"E2187801EA10HEERENWEG074170500003";"23.5.2016";"3370";"";"";"";"";""
"SEE965278123113";"PSW EN-Drive";"In Betrieb";"Wind";"10";"10";"12.11.2020";"28.11.2020";"Schleswig-Holstein";"24790";"Ostenfeld";"";"";"";"";"01058122";"";"";"";"";"Hauskoppel";"18";"8,5";"PSW-Energiesysteme GmbH";"EN-Drive 2000.3 Serie LP";"";"";"Horizontalläufer";"Windkraft an Land";"28.11.2020";"";"";"natürliche Person (ABR995498746151)";"ABR995498746151";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL960333598790";"EEG941099331449";"";"12.11.2020";"10";"";"";"";"";""
"SEE948720443052";"Wind onshore";"In Betrieb";"Wind";"6";"6";"22.3.2010";"28.11.2020";"Schleswig-Holstein";"24996";"Sterup";"";"";"";"";"01059167";"";"";"";"";"Wind onshore";"23";"6";"Easywind GmbH";"Eacywind 6 AC";"";"";"Horizontalläufer";"Windkraft an Land";"24.2.2022";"";"";"natürliche Person (ABR981805226706)";"ABR981805226706";"Volleinspeisung";"";"Schleswig-Holstein Netz AG (SNB919861978666)";"SNB919861978666";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL998301267362";"EEG960257420719";"";"22.3.2010";"6";"";"";"";"";""
"SEE974485808966";"Pfälzer Wind GbR II";"In Betrieb";"Wind";"1500";"1500";"21.5.2003";"28.11.2020";"Nordrhein-Westfalen";"47574";"Goch";"Friedenstr.";"555";"";"";"05154016";"51,710462";"6,199633";"";"";"Pfälzer Wind GbR II";"85";"70";"REpower Systems SE";"MD 70";"";"";"Horizontalläufer";"Windkraft an Land";"21.9.2021";"";"";"Pfälzer-Wind GbR II";"ABR949160936029";"Volleinspeisung";"SGE912928140778";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL912235659437";"EEG916531957877";"E31238010000000000000048448309137";"21.5.2003";"1500";"";"";"";"";""
"SEE944296845344";"Windenergie Amstetten GbR";"In Betrieb";"Wind";"1300";"1300";"23.12.2002";"28.11.2020";"Baden-Württemberg";"73340";"Amstetten";"";"";"Amstetten";"201";"08425008";"48,568435";"9,838321";"";"";"Windpark Amstetten";"80";"63";"AN Windanlagen GmbH";"AN-1300-882";"";"";"Horizontalläufer";"Windkraft an Land";"30.11.2020";"";"";"Windenergie Amstetten GbR";"ABR976463537363";"Volleinspeisung";"";"Albwerk GmbH & Co. KG (SNB926699071292)";"SNB926699071292";"Geprüft";"Mittelspannung";"SEL935593124317";"EEG934495336118";"E1041401AEW1350000000000114200032";"23.12.2002";"1300";"";"";"";"";""
"SEE989932367392";"WKAHirzenhain";"In Betrieb";"Wind";"800";"800";"1.9.1997";"29.12.2020";"Hessen";"35719";"Angelburg";"";"";"Lixfeld";"Flur 11, Flurstück 143/92,93,94,95,96";"06534002";"50,796062";"8,401108";"";"";"";"60";"52,7";"Fuhrländer AG";"FL800";"";"";"Horizontalläufer";"Windkraft an Land";"25.1.2021";"";"";"Klein & Hermann GbR";"ABR956879063984";"Volleinspeisung";"";"EAM Netz GmbH (SNB971311555230)";"SNB971311555230";"Geprüft";"Mittelspannung";"SEL982067906115";"EEG975373332426";"E21865010000000000000001157000001";"1.9.1997";"800";"";"";"";"";""
"SEE912416087851";"WKA Vorbein 1 E40";"In Betrieb";"Wind";"500";"500";"13.2.1996";"28.11.2020";"Mecklenburg-Vorpommern";"17121";"Loitz";"Vorbein";"13";"";"";"13075082";"53,995612";"13,138239";"";"";"Windpark Vorbein";"65";"40,3";"ENERCON GmbH";"E 40";"";"";"Horizontalläufer";"Windkraft an Land";"31.8.2022";"";"";"natürliche Person (ABR954355145520)";"ABR954355145520";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Mittelspannung";"SEL910167241645";"EEG992350251068";"E41860010000000000602127984600001";"13.2.1996";"500";"";"";"";"";""
"SEE922970012664";"WKA Vorbein 2 E40";"In Betrieb";"Wind";"500";"500";"20.3.1996";"28.11.2020";"Mecklenburg-Vorpommern";"17121";"Loitz";"Vorbein";"13";"";"";"13075082";"53,994537";"13,140267";"";"";"Windpark Vorbein";"65";"40,3";"ENERCON GmbH";"E 40";"";"";"Horizontalläufer";"Windkraft an Land";"10.12.2020";"";"";"natürliche Person (ABR954355145520)";"ABR954355145520";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL962170813630";"EEG931791867278";"E41860010000000000602127984600002";"20.3.1996";"500";"";"";"";"";""
"SEE905481631906";"Klingenstein Wind";"In Betrieb";"Wind";"1800";"1800";"19.12.2002";"28.11.2020";"Baden-Württemberg";"97990";"Weikersheim";"";"";"Neubronn";"528/1";"08128020";"49,482409";"9,972913";"";"";"WP Heide";"98";"70";"ENERCON GmbH";"E-66/18/70";"";"";"Horizontalläufer";"Windkraft an Land";"10.2.2021";"";"";"Klingenstein Wind GmbH & Co. KG";"ABR937263304418";"Volleinspeisung";"";"N-ERGIE Netz GmbH (SNB973875583315)";"SNB973875583315";"Geprüft";"Mittelspannung";"SEL919957676650";"EEG983778815192";"E118840197990AAAAA100001888600001";"19.12.2002";"1800";"";"";"";"";""
"SEE979721744879";"E82209 - WEA01";"In Betrieb";"Wind";"2000";"2000";"14.5.2007";"1.12.2020";"Mecklenburg-Vorpommern";"17309";"Rollwitz";"";"";"Züsedom";"Flür 2, Flurstück 167/3";"13075115";"53,435531";"14,021874";"";"";"WP Energie GbR Zuesedom";"78,3";"82";"ENERCON GmbH";"E82";"";"";"Horizontalläufer";"Windkraft an Land";"15.9.2022";"";"";"Energie GbR Götemitz";"ABR932150366654";"Volleinspeisung";"SGE907220169817";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL903335382264";"EEG979768651321";"E41860010000000000602155263700001";"14.5.2007";"2000";"";"";"";"";""
"SEE976294598205";"Fuchsbergalt";"In Betrieb";"Wind";"500";"500";"21.10.1994";"28.11.2020";"Sachsen-Anhalt";"06688";"Weißenfels";"";"";"Großkorbetha";"2 und 20/2";"15084550";"51,168";"12,009";"";"";"Fuchsbergalt";"48";"40";"ENERCON GmbH";"E40";"";"";"Horizontalläufer";"Windkraft an Land";"23.11.2023";"";"";"Windenergie Hintz & Hintz oHG";"ABR916383253691";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL941041586705";"EEG952436786174";"E41081010000000000000000000013260";"21.10.1994";"500";"";"";"";"";""
"SEE940641803762";"Goldberg 1";"In Betrieb";"Wind";"500";"500";"6.11.1998";"28.11.2020";"Sachsen-Anhalt";"06667";"Weißenfels";"Windpark";"904";"";"";"15084315";"51,213916";"11,843058";"";"";"Goldberg1";"65";"40";"ENERCON GmbH";"E 40{5.40";"";"";"Horizontalläufer";"Windkraft an Land";"23.11.2023";"";"";"Windenergie Hintz & Hintz oHG";"ABR916383253691";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL993149393532";"EEG928935486525";"E41081010000000000000000000013242";"6.11.1998";"500";"";"";"";"";""
"SEE932059178938";"Goldberg 1";"In Betrieb";"Wind";"500";"500";"6.11.1998";"28.11.2020";"Sachsen-Anhalt";"06667";"Weißenfels";"Windpark";"903";"";"";"15084315";"51,213131";"11,837954";"";"";"Goldberg1";"65";"40";"ENERCON GmbH";"";"";"";"Horizontalläufer";"Windkraft an Land";"23.11.2023";"";"";"Windenergie Hintz & Hintz oHG";"ABR916383253691";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL993149393532";"EEG986843228804";"E41081010000000000000000000004470";"6.11.1998";"500";"";"";"";"";""
"SEE904405145413";"WEA Schacht Konrad IV";"In Betrieb";"Wind";"2000";"2000";"25.6.2010";"28.11.2020";"Niedersachsen";"38239";"Salzgitter";"";"";"Üfingen";"4: 141/06";"03102000";"52,202";"10,389";"";"";"WEA Schacht Konrad IV";"138";"82";"ENERCON GmbH";"E-82 E2 2,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"28.11.2020";"";"";"Windpark Schacht Konrad IV GmbH & Co.KG";"ABR919025532451";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Mittelspannung";"SEL950378906681";"EEG994438379442";"E2187801S120000000000006586700001";"25.6.2010";"2000";"";"";"";"";""
"SEE937576105740";"WP Schwarme WEA1";"In Betrieb";"Wind";"2000";"2000";"4.5.2010";"28.11.2020";"Niedersachsen";"27327";"Schwarme";"";"";"Schwarme";"18: 052";"03251033";"52,889505";"8,998157";"";"";"WP Schwarme";"108";"82";"ENERCON GmbH";"E-82 E1 2,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"22.2.2024";"";"";"Windpark Schwarme GmbH & Co. KG";"ABR940988298238";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL958477254054";"EEG927853590734";"E2187801S120100000000007037800010";"4.5.2010";"2000";"";"";"";"";""
"SEE931093144473";"WP Schwarme WEA2";"In Betrieb";"Wind";"2000";"2000";"30.4.2010";"28.11.2020";"Niedersachsen";"27327";"Schwarme";"";"";"Schwarme";"18: 011";"03251033";"52,894853";"8,989624";"";"";"WP Schwarme";"108";"82";"ENERCON GmbH";"E-82 E1 2,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"22.2.2024";"";"";"Windpark Schwarme GmbH & Co. KG";"ABR940988298238";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL958477254054";"EEG950511540291";"E2187801S120400000000007037800020";"30.4.2010";"2000";"";"";"";"";""
"SEE922801694908";"WP Schwarme WEA3";"In Betrieb";"Wind";"2000";"2000";"29.4.2010";"28.11.2020";"Niedersachsen";"27327";"Schwarme";"";"";"Schwarme";"15: 009/1";"03251033";"52,89159";"8,986742";"";"";"WP Schwarme";"108";"82";"ENERCON GmbH";"E-82 E1 2,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"22.2.2024";"";"";"Windpark Schwarme GmbH & Co. KG";"ABR940988298238";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL958477254054";"EEG951597166511";"E2187801S120200000000007037800030";"29.4.2010";"2000";"";"";"";"";""
"SEE944751237578";"WP Schwarme WEA4";"In Betrieb";"Wind";"2000";"2000";"17.5.2010";"28.11.2020";"Niedersachsen";"27327";"Schwarme";"";"";"Schwarme";"15: 050";"03251033";"52,887032";"8,987501";"";"";"WP Schwarme";"108";"82";"ENERCON GmbH";"E-82 E1 2,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"22.2.2024";"";"";"Windpark Schwarme GmbH & Co. KG";"ABR940988298238";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL958477254054";"EEG973421600794";"E2187801S120300000000007037800040";"17.5.2010";"2000";"";"";"";"";""
"SEE950923035118";"WP Schwarme WEA5";"In Betrieb";"Wind";"2000";"2000";"17.5.2010";"28.11.2020";"Niedersachsen";"27327";"Schwarme";"";"";"Schwarme";"16: 004";"03251033";"52,883194";"8,990489";"";"";"WP Schwarme";"108";"82";"ENERCON GmbH";"E-82 E1 2,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"22.2.2024";"";"";"Windpark Schwarme GmbH & Co. KG";"ABR940988298238";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL958477254054";"EEG955910078796";"E2187801S120000000000007037800050";"17.5.2010";"2000";"";"";"";"";""
"SEE918565343473";"Schulze Hauling Wind Anlage 1";"In Betrieb";"Wind";"4200";"4200";"28.4.2023";"30.4.2023";"Nordrhein-Westfalen";"48739";"Legden";"";"";"Legden";"16, Flurstück 41";"05554036";"52,036772";"7,154886";"";"";"Schulze Hauling Wind";"131";"138";"ENERCON GmbH";"E-138 EP3";"";"";"Horizontalläufer";"Windkraft an Land";"14.3.2024";"";"";"Schulze Hauling Wind GmbH & Co. KG";"ABR998814433469";"Volleinspeisung";"SGE992497089753";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"In Prüfung";"Mittelspannung";"SEL929555453744";"EEG938862998947";"";"28.4.2023";"4200";"WIN21-1/018,";"";"";"";""
"SEE921110994969";"Schulze Hauling Wind Anlage 2";"In Betrieb";"Wind";"4200";"4200";"28.4.2023";"30.4.2023";"Nordrhein-Westfalen";"48739";"Legden";"";"";"Asbeck";"6, Flurstück 56";"05554036";"52,040494";"7,155957";"";"";"Schulze Hauling Wind";"131";"138";"ENERCON GmbH";"E-138 EP3";"";"";"Horizontalläufer";"Windkraft an Land";"14.3.2024";"";"";"Schulze Hauling Wind GmbH & Co. KG";"ABR998814433469";"Volleinspeisung";"SGE992497089753";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"In Prüfung";"Mittelspannung";"SEL929555453744";"EEG917967305416";"";"28.4.2023";"4200";"WIN21-1/018,";"";"";"";""
"SEE993265418973";"V54";"In Betrieb";"Wind";"850";"850";"18.6.2002";"29.11.2020";"Niedersachsen";"37136";"Ebergötzen";"Wasserfurche";"32";"";"";"03159011";"51,559684";"10,11141";"";"";"Radolfshausen";"74";"52";"Vestas Deutschland GmbH";"V52 850kW";"";"";"Horizontalläufer";"Windkraft an Land";"18.5.2021";"";"";"Wind-Rad Radolfshausen GmbH & Co. KG";"ABR993612713607";"Volleinspeisung";"SGE970980267758";"EAM Netz GmbH (SNB971311555230)";"SNB971311555230";"Geprüft";"Mittelspannung";"SEL905565113359";"EEG920216823609";"E21865010000000000000001833000002";"18.6.2002";"850";"";"";"";"";""
"SEE924472290472";"Saddriga WEA";"In Betrieb";"Wind";"600";"600";"19.11.1999";"29.11.2020";"Brandenburg";"03238";"Dollenchen";"Sallgaster Straße";"1 z";"";"";"12062425";"51,602375";"13,870412";"";"";"Windpark Saddriga";"65";"46";"ENERCON GmbH";"ENERCON E-40 / 6.44";"";"";"Horizontalläufer";"Windkraft an Land";"19.4.2022";"";"";"Windpark Saddriga GbR";"ABR953718264090";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL987960674567";"EEG937739119461";"E41081010000000000000000000005642";"19.11.1999";"600";"";"";"";"";""
"SEE914518897185";"Badeleben III WS1";"In Betrieb";"Wind";"2300";"2300";"16.9.2013";"29.11.2020";"Sachsen-Anhalt";"39393";"Völpke";"";"";"Völpke";"8: 132";"15083515";"52,131943";"11,13143";"";"";"WP Badeleben III";"108";"82";"ENERCON GmbH";"E-82 E2 2,3 MW";"";"";"Horizontalläufer";"Windkraft an Land";"13.9.2021";"";"";"WindStrom Badeleben GmbH & Co.KG";"ABR976512698250";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL968795016548";"EEG999235361874";"E4187802EA01000000000049393900001";"16.9.2013";"2300";"";"";"";"";""
"SEE923558192464";"Saddriga WEA 2";"In Betrieb";"Wind";"600";"600";"19.11.1999";"29.11.2020";"Brandenburg";"03238";"Dollenchen";"Sallgaster Straße";"1 z";"";"";"12062425";"51,601522";"13,874038";"";"";"Windpark Saddriga";"65";"43";"ENERCON GmbH";"ENERCON E-40 / 6.44";"";"";"Horizontalläufer";"Windkraft an Land";"19.4.2022";"";"";"Windpark Saddriga GbR";"ABR953718264090";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL987960674567";"EEG990976286617";"E41081010000000000000000000005641";"19.11.1999";"600";"";"";"";"";""
"SEE939539304528";"Badeleben III WS2";"In Betrieb";"Wind";"2300";"2300";"27.9.2013";"29.11.2020";"Sachsen-Anhalt";"39393";"Völpke";"";"";"Völpke";"8: 133";"15083515";"52,129759";"11,131852";"";"";"WP Badeleben III";"108";"82";"ENERCON GmbH";"E-82 E2 2,3 MW";"";"";"Horizontalläufer";"Windkraft an Land";"13.9.2021";"";"";"WindStrom Badeleben GmbH & Co.KG";"ABR976512698250";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL968795016548";"EEG965826416094";"E4187802EA02000000000049393900001";"27.9.2013";"2300";"";"";"";"";""
"SEE976602221320";"Badeleben III WS3";"In Betrieb";"Wind";"2300";"2300";"10.10.2013";"29.11.2020";"Sachsen-Anhalt";"39393";"Völpke";"";"";"Völpke";"8: 134";"15083515";"52,127583";"11,132376";"";"";"WP Badeleben III";"108";"82";"ENERCON GmbH";"E-82 E2 2,3 MW";"";"";"Horizontalläufer";"Windkraft an Land";"14.12.2020";"";"";"WindStrom Badeleben GmbH & Co.KG";"ABR976512698250";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL968795016548";"EEG940718397941";"E4187802EA03000000000049393900001";"10.10.2013";"2300";"";"";"";"";""
"SEE919322297633";"66223";"In Betrieb";"Wind";"1500";"1500";"3.8.1999";"29.11.2020";"Niedersachsen";"26197";"Großenkneten";"Krumlander Straße";"21";"";"";"03458007";"52,974044";"8,221104";"";"";"66223";"98";"66";"ENERCON GmbH";"E-66/15.66";"";"";"Horizontalläufer";"Windkraft an Land";"19.4.2022";"";"";"WP Krumlande";"ABR992167855763";"Volleinspeisung";"";"EWE NETZ GmbH (SNB951051725711)";"SNB951051725711";"Geprüft";"Mittelspannung";"SEL958813489379";"EEG993169940204";"E21846010000000000001137685100001";"3.8.1999";"1500";"";"";"";"";""
"SEE909346797769";"Badeleben I Micon 09";"In Betrieb";"Wind";"1000";"1000";"8.4.1999";"29.11.2020";"Sachsen-Anhalt";"39393";"Völpke";"";"";"Völpke";"8: 045";"15083515";"52,1335";"11,148704";"";"";"Badeleben I";"70";"60";"NEG Micon Deutschland GmbH";"Micon NM60/60/1000";"";"";"Horizontalläufer";"Windkraft an Land";"11.12.2020";"";"";"WindStrom Energieanlagen GmbH & Co. KG";"ABR900568194206";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Mittelspannung";"SEL995055473186";"EEG940638626039";"E418780200000E0000000001702400090";"8.4.1999";"1000";"";"";"";"";""
"SEE989858043714";"Badeleben I Micon 10";"In Betrieb";"Wind";"1000";"1000";"13.3.1999";"29.11.2020";"Sachsen-Anhalt";"39393";"Völpke";"";"";"Völpke";"8: 045";"15083515";"52,13092";"11,149135";"";"";"Badeleben I";"70";"60";"NEG Micon Deutschland GmbH";"Micon NM60/60/1000";"";"";"Horizontalläufer";"Windkraft an Land";"18.3.2021";"";"";"WindStrom Energieanlagen GmbH & Co. KG";"ABR900568194206";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Mittelspannung";"SEL995055473186";"EEG953043830908";"E418780200000E0000000001702400100";"13.3.1999";"1000";"";"";"";"";""
"SEE927148750010";"Klein Rodensleben";"In Betrieb";"Wind";"2000";"2000";"27.12.2001";"29.11.2020";"Sachsen-Anhalt";"39167";"Irxleben";"";"";"Klein Rodensleben";"1: 166";"15083298";"52,124976";"11,418332";"";"";"Klein Rodensleben";"95";"80";"Vestas Deutschland GmbH";"V80-2,0 MW";"";"";"Horizontalläufer";"Windkraft an Land";"4.1.2021";"";"";"WindStrom Energieanlagen GmbH & Co. KG";"ABR900568194206";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL900823002086";"EEG959360340465";"E418780200000E0000000001722200040";"27.12.2001";"2000";"";"";"";"";""
"SEE928196493904";"Oelerse II WEA 10";"In Betrieb";"Wind";"1300";"1300";"14.7.2000";"29.11.2020";"Niedersachsen";"31234";"Edemissen";"";"";"Oelerse";"2: 064/1";"03157001";"52,401711";"10,117761";"";"";"Oelerse II";"68";"62";"Siemens Wind Power GmbH & Co. KG";"AN  1,3";"";"";"Horizontalläufer";"Windkraft an Land";"29.11.2020";"";"";"WindStrom Energieanlagen GmbH & Co. KG";"ABR900568194206";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL909145038032";"EEG910240847849";"E218780100000E0000000001997100110";"14.7.2000";"1300";"";"";"";"";""
"SEE903836763036";"Kleinwindkraftanlage";"In Betrieb";"Wind";"3,5";"3,5";"1.11.2013";"29.11.2020";"Niedersachsen";"21272";"Egestorf";"";"";"";"";"03353009";"";"";"";"";"Kleinwindkraftanlage";"15";"3,5";"BRAUN Windturbinen GmbH";"Antaris 3,5";"";"";"Horizontalläufer";"Windkraft an Land";"6.5.2021";"";"";"natürliche Person (ABR930846446376)";"ABR930846446376";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"EWE NETZ GmbH (SNB951051725711)";"SNB951051725711";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL993128528122";"EEG991427376871";"E21846010000000000001078367600001";"1.11.2013";"3,5";"";"";"";"";""
